ics,isscaap,asfis,description
1514,33,MOB,Monocle breams
1514,33,POY,Ponyfishes(=Slipmouths)
1514,33,PIG,Pigfish
1514,33,GRA,African striped grunt
1514,33,GRL,Silver grunt
1514,33,BUR,Sompat grunt
1514,33,BRG,Barred grunt
1514,33,DRU,Sciaenas nei
1514,33,WEM,Totoaba
1514,33,SWF,Spotted weakfish
1514,33,STG,Squeteague(=Gray weakfish)
1514,33,WKB,Smalltooth weakfish
1514,33,WKS,Striped weakfish
1514,33,CRX,Croakers nei
1514,33,CKM,Whitemouth croaker
1514,33,CKA,Atlantic croaker
1514,33,KIX,Kingcroakers nei
1514,33,KGF,Northern kingfish
1514,33,UBS,Drums nei
1514,33,UCA,Canary drum(=Baardman)
1514,33,MGR,Meagre
1514,33,WEW,White weakfish
1514,33,DRS,Boe drum
1514,33,PDR,Peruvian banded croaker
1514,33,HOC,Honnibe croaker
1514,33,CRY,Yellow croaker
1514,33,CKW,West African croakers nei
1514,33,PSS,Cassava croaker
1514,33,PSE,Bobo croaker
1514,33,EMP,Emperors(=Scavengers) nei
1514,33,SBX,"Porgies, seabreams nei"
1514,33,PAC,Common pandora
1514,33,PAR,Red pandora
1514,33,SWA,White seabream
1514,33,SBZ,Zebra seabream
1514,33,PRG,Porgies
1514,33,DEP,Pink dentex
1514,33,DEN,Canary dentex
1514,33,DNC,Congo dentex
1514,33,BRB,Black seabream
1514,33,SBS,Saddled seabream
1514,33,KBR,King soldier bream
1514,33,SLD,Santer seabream
1514,33,SBP,Pargo breams nei
1514,33,RPG,Red porgy
1514,33,GSU,Silver seabream
1514,33,PGA,Panga seabream
1514,33,SBG,Gilthead seabream
1514,33,BOG,Bogue
1514,33,DAR,Daggerhead seabream
1514,33,RSN,Red stumpnose seabream
1514,33,ENG,Englishman seabream
1514,33,SLL,Slinger seabream
1514,33,STW,Steenbrasses nei
1514,33,SNW,White steenbras
1514,33,SSB,Sand steenbras
1514,33,SBW,West coast seabream
1514,33,CPP,Copper breams(=Hottentots) nei
1514,33,HOB,Hottentot seabream
1514,33,SEV,Seventyfour seabream
1514,33,SLM,Salema
1514,33,MLB,Goldsilk seabream
1514,33,SCP,Scup
1514,33,PIC,Picarels nei
1514,33,MUX,Surmullets(=Red mullets) nei
1514,33,GOX,Goatfishes
1514,33,COT,Galjoens nei
1514,33,GAJ,Galjoen
1514,33,SPS,Spotted sicklefish
1514,33,BAT,Batfishes
1514,33,TAU,Tautog
1514,33,PWT,Parrotfishes nei
1514,33,ANW,Angelfishes nei
1514,33,NEB,New Zealand blue cod
1514,33,WEG,Greater weever
1514,33,NOX,"Antarctic rockcods, noties nei"
1514,33,BLP,Patagonian blennie
1514,33,NOR,Marbled rockcod
1514,33,NOG,Humped rockcod
1514,33,NOS,Grey rockcod
1514,33,NOA,Triangular rockcod
1514,33,NOL,Painted notie
1514,33,NOZ,Toad notie
1514,33,TRL,Blunt scalyhead
1514,33,MFF,Flagfin mojarra
1514,33,OPT,Ocean pout
1514,33,KLA,Korean sandlance
1514,33,SRI,Marbled spinefoot
1514,33,SGU,Goldlined spinefoot
1514,33,GPA,Gobies nei
1514,33,GOB,Atlantic gobies nei
1514,33,GBN,Black goby
1514,33,GBO,Grass goby
1514,33,ATK,Okhotsk atka mackerel
1514,33,FLI,Bartail flathead
1514,33,NRC,Mote sculpin
1514,33,TRI,"Triggerfishes, durgons nei"
1514,33,FLF,Filefishes nei
1514,33,FIL,Threadsail filefish
1514,33,PUF,Northern puffer
1514,33,TAI,Indo-Pacific tarpon
1514,33,ALU,Bonefishes nei
1514,33,BNF,Longfin bonefish
1514,33,BUC,Bombay-duck
1514,33,SMC,Smoothmouth sea catfish
1514,33,GAT,White barbel
1514,33,LIG,Greater lizardfish
1514,33,LIB,Brushtooth lizardfish
1514,33,MUI,Morays nei
1514,33,HCZ,Squirrelfishes nei
1514,33,MUF,Flathead grey mullet
1514,33,MGU,White mullet
1514,33,MGI,Parassi mullet
1514,33,MUO,Leaping African mullet
1514,33,MGC,Thinlip grey mullet
1514,33,MGA,Golden grey mullet
1514,33,LZP,Goldspot mullet
1514,33,LZM,Largescale mullet
1514,33,FUS,Fusiliers Caesio nei
1514,33,ROB,Snooks(=Robalos) nei
1514,33,BSX,"Groupers, seabasses nei"
1514,33,GBS,Broomtail grouper
1514,33,GPD,Dusky grouper
1514,33,GPW,White grouper
1514,33,EPT,Greasy grouper
1514,33,GPS,Spotted grouper
1514,33,GPR,Red grouper
1514,33,EPR,Areolate grouper
1514,33,BSB,Black seabass
1514,33,PES,Sand perch
1514,33,BSZ,Argentine seabass
1514,33,BAP,Peruvian rock seabass
1514,33,SPU,Spotted seabass
1514,33,TEJ,Giant seabass
1514,33,PRI,"Bigeyes,glasseyes,bulleyes nei"
1514,33,BIR,Red bigeye
1514,33,WHS,Sillago-whitings
1514,33,ASA,Australian salmon
1514,33,SNX,"Snappers, jobfishes nei"
1514,33,RES,Mangrove red snapper
1514,33,HUS,Yellow snapper
1514,33,SNR,Northern red snapper
1514,33,SNU,Russell's snapper
1514,33,SNY,Yellowtail snapper
1514,33,THB,Threadfin breams nei
1514,33,THG,Golden threadfin bream
1514,33,PON,Ponyfishes(=Slipmouths) nei
1514,33,GRX,"Grunts, sweetlips nei"
1514,33,GRP,Cabinza grunt
1514,33,GBL,Biglip grunt
1514,33,GBR,Rubberlip grunt
1514,33,BGR,Bastard grunt
1514,33,GRB,Bigeye grunt
1514,33,CDX,"Croakers, drums nei"
1514,33,CBM,Brown meagre
1514,33,WKX,Weakfishes nei
1514,33,WEP,Peruvian weakfish
1514,33,KGB,Southern kingcroaker
1514,33,KGG,Gulf kingcroaker
1514,33,COB,Shi drum
1514,33,CKY,Argentine croaker
1514,33,WKK,King weakfish
1514,33,KOB,Southern meagre(=Mulloway)
1514,33,AWE,Geelbek croaker
1514,33,KIC,White croaker
1514,33,LKR,Tigertooth croaker
1514,33,BDM,Black drum
1514,33,YED,Yellow drum
1514,33,LYC,Large yellow croaker
1514,33,SPT,Spot croaker
1514,33,RDM,Red drum
1514,33,CKL,Law croaker
1514,33,PTY,Longneck croaker
1514,33,CRL,Blackmouth croaker
1514,33,CRV,Silver croaker
1514,33,LBR,Largeeye breams
1514,33,LTN,Atlantic emperor
1514,33,PAX,Pandoras nei
1514,33,SBR,Blackspot(=red) seabream
1514,33,SBA,Axillary seabream
1514,33,SRG,Sargo breams nei
1514,33,ANN,Annular seabream
1514,33,CTB,Common two-banded seabream
1514,33,SHR,Sharpsnout seabream
1514,33,DIH,Spottail seabream
1514,33,DEX,Dentex nei
1514,33,DEL,Large-eye dentex
1514,33,DEC,Common dentex
1514,33,DEA,Angolan dentex
1514,33,DEM,Morocco dentex
1514,33,STJ,Steentjie seabream
1514,33,SPH,Sheepshead
1514,33,SLF,Carpenter seabream
1514,33,CYM,Black musselcracker
1514,33,BSC,Bluespotted seabream
1514,33,REA,Redbanded seabream
1514,33,RER,Red steenbras
1514,33,WSN,White stumpnose
1514,33,RSS,Goldlined seabream
1514,33,RSX,Daggerhead breams nei
1514,33,ROM,Roman seabream
1514,33,HOT,Blue hottentot
1514,33,PLY,Polystegan seabreams nei
1514,33,SCM,Scotsman seabream
1514,33,SBU,Blueskin seabream
1514,33,ENJ,Crimson seabream
1514,33,MLM,Blackhead seabream
1514,33,YWF,Yellowfin seabream
1514,33,CEZ,"Picarels, etc. nei"
1514,33,BPI,Blotched picarel
1514,33,MUM,"Goatfishes, red mullets nei"
1514,33,MUR,Surmullet
1514,33,MUT,Red mullet
1514,33,GOA,West African goatfish
1514,33,KYC,Blue sea chub
1514,33,SPA,Spadefishes nei
1514,33,SIC,African sicklefish
1514,33,SCT,Scats
1514,33,BUS,Butterflyfishes
1514,33,WRA,"Wrasses, hogfishes, etc. nei"
1514,33,CUN,Cunner
1514,33,YFH,California sheephead
1514,33,PRR,Parrotfish
1514,33,TRA,Weeverfishes nei
1514,33,WEX,Weevers nei
1514,33,FLA,Brazilian flathead
1514,33,NON,Yellowbelly rockcod
1514,33,NOC,Black rockcod
1514,33,NOK,Striped-eyed rockcod
1514,33,NOF,Narrowhead rockcod
1514,33,NOM,Magellanic rockcod
1514,33,NOD,Yellowfin notie
1514,33,TRT,Trematomus nei
1514,33,TRH,Striped rockcod
1514,33,ANS,Antarctic silverfish
1514,33,GDJ,"Mojarras, etc. nei"
1514,33,MOJ,Mojarras(=Silver-biddies) nei
1514,33,BLE,Combtooth blennies
1514,33,ELP,Eelpout
1514,33,SAN,Sandeels(=Sandlances) nei
1514,33,PAS,Pacific sandlance
1514,33,SPI,Spinefeet(=Rabbitfishes) nei
1514,33,SCN,White-spotted spinefoot
1514,33,SUR,Surgeonfishes nei
1514,33,MDO,Monrovia doctorfish
1514,33,CLI,Lingcod
1514,33,FLH,Flatheads nei
1514,33,SCU,Sculpins
1514,33,TRG,Grey triggerfish
1514,33,PUX,Puffers nei
1514,33,PUA,Atlantic puffers nei
1514,33,PUP,Purple pufferfish
1514,33,TDF,Toadfishes nei
1514,33,EET,Atlantic goliath grouper
1514,33,PQY,Purple-spotted bigeye
1514,33,SPC,Picarel
1514,33,XEP,Outrigger triggerfish
1514,33,DRZ,Sicklefishes nei
1514,33,PHI,Tiger flathead
1514,33,ABZ,Small sandeel
1514,33,UUV,Pacific slopehead parrotfish
1514,33,UUP,Bleeker's parrotfish
1514,33,JPM,Largescale fat snook
1514,33,NUW,NA
1514,33,BIX,NA
1514,33,AVY,NA
1514,33,AZX,NA
1514,33,AXQ,NA
1514,33,AYF,Small toothed jobfish
1514,33,AVM,American sand lance
1514,33,LZJ,Humphead snapper
1514,33,EWW,Longspine grouper
1514,33,EWV,Barred-chest grouper
1514,33,AZS,Bressou sea catfish
1514,33,HJZ,Pacific longnose parrotfish
1514,33,GFF,Striped silver biddy
1514,33,EWG,Striped-fin grouper
1514,33,CVF,NA
1514,33,TFX,NA
1514,33,CVQ,Passany sea catfish
1514,33,CVE,Couma sea catfish
1514,33,UVH,Tricolour parrotfish
1514,33,UVG,Eclipse parrotfish
1514,33,UVE,Ember parrotfish
1514,33,UVD,Common parrotfish
1514,33,UVB,Guinean parrotfish
1514,33,BGZ,Pigsnout grunt
1514,33,GQW,Whitebarred rubberlip
1514,33,GQV,Oriental sweetlips
1514,33,RQF,Cinnabar goatfish
1514,33,MDZ,NA
1514,33,DHY,Two-banded seabream
1514,33,DHQ,Senegal seabream
1514,33,REV,Japanese seabream
1514,33,OBD,Common goby
1514,33,OBZ,Sand goby
1514,33,MXV,Shorthorn sculpin
1514,33,BVN,New Granada sea catfish
1514,33,FYX,NA
1514,33,UYX,NA
1514,33,AXZ,NA
1514,33,BFP,Great blue spotted mudskipper
1514,33,TZO,Obscure pufferfish
1514,33,TXK,Tiger pufferfish
1514,34,OAG,NA
1514,34,AHD,NA
1514,34,ACV,Bandfish
1514,34,SUK,NA
1514,34,TLD,St. Paul's fingerfin
1514,34,AIO,Spiny snailfish
1514,34,OAA,NA
1514,34,ACA,NA
1514,34,AKH,NA
1514,34,AQL,NA
1514,34,AEM,Longfin icedevil
1514,34,AIY,NA
1514,34,AKZ,NA
1514,34,AKN,NA
1514,34,NHV,NA
1514,34,PHL,NA
1514,34,PHO,Risso's smooth-head
1514,34,AHK,Alert pigfish
1514,34,NAC,Wolf-eel
1514,34,AVP,NA
1514,34,AKA,Splitfin flashlightfish
1514,34,AGW,Common fangtooth
1514,34,ZAC,Deepbody boarfish
1514,34,ZAM,NA
1514,34,OAD,NA
1514,34,APH,Intermediate scabbardfish
1514,34,AYV,NA
1514,34,OGA,Three-spined cardinalfish
1514,34,AVN,Smooth lumpsucker
1514,34,ARE,NA
1514,34,ARO,NA
1514,34,ARU,Greater argentine
1514,34,ARY,Argentine
1514,34,SRN,NA
1514,34,SEE,NA
1514,34,IMB,Silver-rag driftfish
1514,34,ARN,Silvery conger
1514,34,ARB,Bandtooth conger
1514,34,SAD,NA
1514,34,AZT,NA
1514,34,ADK,NA
1514,34,AQC,NA
1514,34,ASZ,Razorback scabbardfish
1514,34,AEC,NA
1514,34,AEG,NA
1514,34,AEJ,NA
1514,34,AEO,NA
1514,34,AEP,NA
1514,34,AHR,NA
1514,34,UAG,Northern stargazer
1514,34,FCA,NA
1514,34,ANZ,NA
1514,34,ANV,Avocet snipe eel
1514,34,AJB,NA
1514,34,OBI,NA
1514,34,BTL,NA
1514,34,PBC,Palebelly searsid
1514,34,BBF,Velvet whalefish
1514,34,CBH,NA
1514,34,OBG,NA
1514,34,OBO,NA
1514,34,BTU,NA
1514,34,BTN,NA
1514,34,BTV,NA
1514,34,BTX,NA
1514,34,BLG,NA
1514,34,CBW,Longnose conger
1514,34,BDN,NA
1514,34,BDJ,Deep-water dragon
1514,34,AYN,NA
1514,34,BAA,NA
1514,34,BBE,Goiter blacksmelt
1514,34,BBG,NA
1514,34,BBO,Eared blacksmelt
1514,34,BBP,Slender blacksmelt
1514,34,BTZ,NA
1514,34,OBE,Javelin spookfish
1514,34,BCV,NA
1514,34,CBS,Maputo conger
1514,34,OBP,NA
1514,34,FXB,NA
1514,34,AYD,Fangtooth smooth-head
1514,34,BDU,Spiderfish
1514,34,BPG,Abyssal spiderfish
1514,34,BME,Mediterranean spiderfish
1514,34,BSG,NA
1514,34,BFX,NA
1514,34,AYM,Smallscale smooth-head
1514,34,CBV,Large-toothed conger
1514,34,BLY,Shortfin searobin
1514,34,AKO,Koefoed's smooth-head
1514,34,BTP,NA
1514,34,BMR,NA
1514,34,BMJ,NA
1514,34,BEE,NA
1514,34,OBR,NA
1514,34,BDL,Elongate frostfish
1514,34,BDF,Bigeye frostfish
1514,34,BHG,Glacier lantern fish
1514,34,BNS,Smallfin lanternfish
1514,34,BED,NA
1514,34,BXD,Alfonsino
1514,34,CBE,NA
1514,34,BNX,NA
1514,34,BPO,NA
1514,34,BRT,Snaggletooth
1514,34,BRM,NA
1514,34,BOL,NA
1514,34,BCF,NA
1514,34,BER,NA
1514,34,TIH,Horsehead tilefish
1514,34,BFC,NA
1514,34,OBK,NA
1514,34,OBV,NA
1514,34,BII,NA
1514,34,ZCA,Capro dory
1514,34,CAY,NA
1514,34,CFU,NA
1514,34,CJO,NA
1514,34,CXM,Blacktail snailfish
1514,34,CFG,NA
1514,34,CXL,NA
1514,34,ULA,Bighead tilefish
1514,34,ULM,Grey tilefish
1514,34,ULP,Ocean whitefish
1514,34,CAJ,NA
1514,34,CUQ,Banded yellowfish
1514,34,CBN,NA
1514,34,EDH,NA
1514,34,CEO,Rudderfish
1514,34,CFP,Horned lantern fish
1514,34,CBC,Red bandfish
1514,34,CBO,Kroyer's deep-sea angler fish
1514,34,CEQ,NA
1514,34,MCD,Madeira lantern fish
1514,34,CJI,NA
1514,34,CJK,NA
1514,34,CJR,Pink flabby whalefish
1514,34,OCD,Smooth dreamer
1514,34,CES,Pike icefish
1514,34,MPY,NA
1514,34,CUD,Dana viperfish
1514,34,CDN,Sloane's viperfish
1514,34,CXE,NA
1514,34,EIS,Red moki
1514,34,EII,Hawaiian morwong
1514,34,EIZ,Redlip morwong
1514,34,EIN,Spottedtail morwong
1514,34,CGY,Gabon gurnard
1514,34,CTZ,Streaked gurnard
1514,34,CZS,Spiny red gurnard
1514,34,OCL,Black brotula
1514,34,MDG,NA
1514,34,OCY,Spotted cusk-eel
1514,34,HCS,NA
1514,34,CHW,NA
1514,34,IRB,Two-tone fingerfin
1514,34,IRG,Bank steenbras
1514,34,IRJ,Natal fingerfin
1514,34,CXU,NA
1514,34,SIO,NA
1514,34,CUF,NA
1514,34,MCJ,Pineapplefish
1514,34,REI,NA
1514,34,ACO,NA
1514,34,COI,Longfin African conger
1514,34,COV,NA
1514,34,COQ,Manytooth conger
1514,34,CGP,NA
1514,34,MCB,Yellow pike conger
1514,34,MCG,Indian pike conger
1514,34,COY,NA
1514,34,CGV,Evermann's conger
1514,34,AFI,Fiolenti's smooth-head
1514,34,CVP,Polar sculpin
1514,34,FIC,Long-fingered icefish
1514,34,CTQ,Triplewart seadevil
1514,34,CZY,Blotched snailfish
1514,34,CJB,NA
1514,34,YTA,Benttooth bristlemouth
1514,34,YTB,NA
1514,34,YTU,Garrick
1514,34,YTV,NA
1514,34,YTM,Veiled anglemouth
1514,34,YTP,Tan bristlemouth
1514,34,YTS,Slender bristlemouth
1514,34,YTY,NA
1514,34,CMY,Bobtail eel
1514,34,MDR,Mawson's dragonfish
1514,34,ZCF,NA
1514,34,ZCC,NA
1514,34,MTY,NA
1514,34,ZCN,New Zealand dory
1514,34,DAH,NA
1514,34,YLN,Dusky morwong
1514,34,DYG,NA
1514,34,SDO,Bottlelights
1514,34,DYF,NA
1514,34,ODT,Australian tusk
1514,34,DYT,Spinyhead sculpin
1514,34,DJA,NA
1514,34,DDB,Hawaiian lionfish
1514,34,DDI,Twospot turkeyfish
1514,34,DDY,Shortfin turkeyfish
1514,34,DDZ,Zebra turkeyfish
1514,34,DEE,Cuskpout
1514,34,ADD,Narrownecked oceanic eel
1514,34,DPB,NA
1514,34,DPY,Short-headed lantern fish
1514,34,DPU,NA
1514,34,DPE,NA
1514,34,DPO,Small lantern fish
1514,34,DPL,NA
1514,34,DPP,Spothead lantern fish
1514,34,DPI,NA
1514,34,DPF,NA
1514,34,DPJ,Taaning's lantern fish
1514,34,SDC,Basketwork eel
1514,34,DBA,NA
1514,34,ICS,NA
1514,34,ODI,Digitate cusk eel
1514,34,DYE,NA
1514,34,DGA,NA
1514,34,DTJ,NA
1514,34,CDY,NA
1514,34,DPM,NA
1514,34,DPT,NA
1514,34,DLT,Striped escolar
1514,34,DTV,NA
1514,34,DUU,Silver spinyfin
1514,34,DYS,NA
1514,34,OEB,Blackthroat seaperch
1514,34,ODB,NA
1514,34,DLF,NA
1514,34,DLL,NA
1514,34,DPD,NA
1514,34,DRN,NA
1514,34,DYK,NA
1514,34,SDA,Shortbelly eel
1514,34,EBV,NA
1514,34,EBK,NA
1514,34,ECR,NA
1514,34,ERM,Midwater scorpionfish
1514,34,AEE,Toothless smooth-head
1514,34,ELN,Antarctic lanternfish
1514,34,ELR,Electric lantern fish
1514,34,OEF,NA
1514,34,EGC,NA
1514,34,EGD,Pencil cardinal
1514,34,EGR,Robust cardinalfish
1514,34,EMG,Domine
1514,34,ERG,NA
1514,34,AEN,NA
1514,34,ESZ,Skilfish
1514,34,EYO,Atlantic rubyfish
1514,34,EUK,Persimmon eelpout
1514,34,EUJ,Leatherfin lumpsucker
1514,34,EMZ,NA
1514,34,EWK,Longtooth hairtail
1514,34,EGM,Smallhead hairtail
1514,34,EYU,Smoothcheek sculpin
1514,34,SEX,Pelican eel
1514,34,EUR,NA
1514,34,EUF,NA
1514,34,EUO,NA
1514,34,EUQ,NA
1514,34,EUN,NA
1514,34,EVO,Balbo sabretooth
1514,34,EVI,Striped boarfish
1514,34,EVP,Poey's scabbardfish
1514,34,EXD,NA
1514,34,NFG,Dogface witch-eel
1514,34,FGU,NA
1514,34,FLB,NA
1514,34,GGI,NA
1514,34,MGT,NA
1514,34,GES,Snake mackerel
1514,34,UGM,Spotted stargazer
1514,34,GXW,Darwin's slimehead
1514,34,GEA,NA
1514,34,GBT,NA
1514,34,GGN,NA
1514,34,GGH,Gigantura
1514,34,OGJ,NA
1514,34,CGN,NA
1514,34,GCB,NA
1514,34,GSY,NA
1514,34,GSD,NA
1514,34,GSL,Elongated bristlemouth fish
1514,34,CGU,Whitespotted garden eel
1514,34,GMF,NA
1514,34,GMG,Thorny tinselfish
1514,34,GZV,Naked-head toothfish
1514,34,GDR,Ploughfish
1514,34,GYB,NA
1514,34,GYR,NA
1514,34,GYF,NA
1514,34,GYO,NA
1514,34,GYD,NA
1514,34,HDL,NA
1514,34,HLR,NA
1514,34,HLB,Spiny sea bat
1514,34,HLA,Pancake batfish
1514,34,HLM,NA
1514,34,HHK,NA
1514,34,NHH,Abyssal halosaur
1514,34,NHU,NA
1514,34,HPL,NA
1514,34,HGI,Magellan plunderfish
1514,34,HNJ,NA
1514,34,AEK,Krefft's smooth-head
1514,34,ACS,Spotted garden-eel
1514,34,ACL,Brown garden eel
1514,34,HTO,NA
1514,34,HIE,NA
1514,34,HIA,NA
1514,34,HXG,NA
1514,34,HIB,Deep-water arrowtooth eel
1514,34,HIV,NA
1514,34,HIT,Sailfin armourhead
1514,34,OHE,NA
1514,34,HDJ,Reticulate spikefish
1514,34,PHN,Bighead searsid
1514,34,OHR,NA
1514,34,HCP,NA
1514,34,OHG,False kinglip
1514,34,HST,NA
1514,34,HPR,Mediterranean slimehead
1514,34,NHD,Blacktail pike-conger
1514,34,HWB,Pelagic basslet
1514,34,HZE,NA
1514,34,HYB,Benoit's lanternfish
1514,34,OHN,NA
1514,34,IHO,NA
1514,34,UIB,Fringed stargazer
1514,34,ICA,Southern driftfish
1514,34,ICN,Ragfish
1514,34,IDF,NA
1514,34,IKY,NA
1514,34,IYU,NA
1514,34,SIB,Muddy arrowtooth eel
1514,34,IPZ,Grideye fish
1514,34,ICG,Decoy scorpionfish
1514,34,ACJ,NA
1514,34,JOE,NA
1514,34,KAI,NA
1514,34,UKA,Lancer stargazer
1514,34,KRA,NA
1514,34,KYA,Atlantic flashlightfish
1514,34,ANL,NA
1514,34,NNE,NA
1514,34,LDC,NA
1514,34,LDS,Mirror lanternfish
1514,34,LDU,NA
1514,34,LAC,Lantern fish
1514,34,LPL,NA
1514,34,LPY,NA
1514,34,LYD,Jewel lanternfish
1514,34,LYU,NA
1514,34,LYF,NA
1514,34,LYI,NA
1514,34,LYL,NA
1514,34,LYO,NA
1514,34,LYP,NA
1514,34,LYJ,NA
1514,34,OLB,NA
1514,34,CLC,Coelacanth
1514,34,LRL,Striped trumpeter
1514,34,LHG,NA
1514,34,SDF,Pacific scabbardfish
1514,34,LDY,Scaly gurnard
1514,34,LDR,Carol's gurnard
1514,34,LDV,Large-scaled gurnard
1514,34,LDM,NA
1514,34,LDN,Butterfly gurnard
1514,34,OLA,NA
1514,34,LLG,NA
1514,34,AEL,NA
1514,34,LSB,NA
1514,34,LKP,Coromandel hairtail
1514,34,SVH,Savalai hairtail
1514,34,LDA,NA
1514,34,LDL,Atlantic barracudina
1514,34,LDI,NA
1514,34,LEL,NA
1514,34,LTW,NA
1514,34,BLH,Northern smoothtounge
1514,34,LYT,NA
1514,34,LII,NA
1514,34,LCY,Spotted snailfish
1514,34,LIH,Gulf snailfish
1514,34,LIF,NA
1514,34,LIU,Variegated snailfish
1514,34,LIL,Striped seasnail
1514,34,LIM,Montagus seasnail
1514,34,LIS,Kelp snailfish
1514,34,LIA,Pygmy snailfish
1514,34,NNL,NA
1514,34,LNF,Dofleini's lantern fish
1514,34,LOB,Tripletail
1514,34,LFB,NA
1514,34,LHU,Spottedtail angler
1514,34,LHS,Blackmouth angler
1514,34,LHA,Whalehead dreamer
1514,34,FGV,NA
1514,34,LWI,NA
1514,34,OLR,NA
1514,34,LUN,NA
1514,34,ACU,NA
1514,34,LYV,NA
1514,34,YCV,Wolf eelpout
1514,34,LYK,NA
1514,34,LCD,NA
1514,34,LCT,Arctic eelpout
1514,34,LCN,NA
1514,34,LCG,NA
1514,34,LCJ,NA
1514,34,LNA,Bearded eelpout
1514,34,LZG,NA
1514,34,ACM,NA
1514,34,MCF,NA
1514,34,OMQ,Barreleye
1514,34,MFG,Slender snipefish
1514,34,MFP,Trumpetsnout spikefish
1514,34,MNL,Duckbill barracudina
1514,34,MAP,Southern barracudina
1514,34,MGV,NA
1514,34,MCN,Stoplight loosejaw
1514,34,MKW,NA
1514,34,MTA,NA
1514,34,MTO,NA
1514,34,MKA,NA
1514,34,PMU,NA
1514,34,MXR,NA
1514,34,SMY,NA
1514,34,MMT,Slender bigscale
1514,34,MEJ,Humpback anglerfish
1514,34,MTC,Atlantic soft pout
1514,34,MNB,NA
1514,34,MNM,NA
1514,34,MNE,NA
1514,34,MNV,Valdivia black dragon fish
1514,34,MEI,Telescope fish
1514,34,PMR,NA
1514,34,MTW,NA
1514,34,IIC,NA
1514,34,MPR,NA
1514,34,MCI,NA
1514,34,MMI,Slender argentine
1514,34,MRO,Norman's smooth-head
1514,34,MMJ,Pineconefish
1514,34,SMG,Paddletail onejaw
1514,34,OMN,NA
1514,34,MCU,NA
1514,34,MTP,Spotted lanternfish
1514,34,MMY,Wisner's lantern fish
1514,34,AMC,Red eel
1514,34,NBE,NA
1514,34,MNA,NA
1514,34,NAE,NA
1514,34,NLT,Black snake mackerel
1514,34,NCP,Tadpole snailfish
1514,34,CDD,Porae
1514,34,ANU,NA
1514,34,ANM,Slender snipe eel
1514,34,ONS,Black-edged cusk-eel
1514,34,NEF,NA
1514,34,CNY,NA
1514,34,ONE,NA
1514,34,NIM,American sackfish
1514,34,SKD,Sackfish
1514,34,NMA,NA
1514,34,MNP,NA
1514,34,JIC,Jonah's icefish
1514,34,NEG,Pale toadfish
1514,34,NSY,Silver splitfin
1514,34,NSM,Large-scaled lantern fish
1514,34,NNX,Orange-banded scorpionfish
1514,34,NEN,Black gemfish
1514,34,ADN,Duckbill oceanic eel
1514,34,NNS,NA
1514,34,NNG,NA
1514,34,PMO,Multipore searsid
1514,34,NNN,Spiny eel
1514,34,NTV,NA
1514,34,NTO,Antarctic jonasfish
1514,34,NOV,NA
1514,34,NLS,NA
1514,34,NPE,NA
1514,34,NPR,Orange bellowfish
1514,34,NPX,Longspine bellowfish
1514,34,NOO,NA
1514,34,NYK,NA
1514,34,OSO,NA
1514,34,ODM,NA
1514,34,OGO,Longnose batfish
1514,34,OIB,NA
1514,34,OMW,Omosudid
1514,34,OON,Spiny dreamer
1514,34,OPG,NA
1514,34,OOA,Snake blenny
1514,34,LYA,NA
1514,34,OHF,NA
1514,34,OOI,Mirrorbelly
1514,34,OOL,Barrel-eye
1514,34,OPN,NA
1514,34,OVE,Slender roughy
1514,34,OOT,Ox-eyed oreo
1514,34,OSD,Bigtail snailfish
1514,34,OXD,NA
1514,34,OOC,NA
1514,34,OWG,NA
1514,34,MOT,Shorttail pike conger
1514,34,PHB,NA
1514,34,SCW,NA
1514,34,PMA,NA
1514,34,ACY,NA
1514,34,PBU,NA
1514,34,PBP,NA
1514,34,PCH,NA
1514,34,ACT,Margintail conger
1514,34,TEZ,Antarctic escolar
1514,34,PDG,Slender escolar
1514,34,RRE,Jambeau
1514,34,PRV,NA
1514,34,PIR,NA
1514,34,PBY,NA
1514,34,PCJ,NA
1514,34,PIB,NA
1514,34,PIV,NA
1514,34,PSQ,NA
1514,34,PIH,Blackfoot firefish
1514,34,PDW,NA
1514,34,PFS,NA
1514,34,TPT,Sandpaper fish
1514,34,TDH,NA
1514,34,PZH,Short boarfish
1514,34,PZP,Parazen
1514,34,RIG,Yellowspotted boarfish
1514,34,OPK,Dusky cusk-eel
1514,34,ACE,NA
1514,34,PXI,NA
1514,34,GTT,NA
1514,34,PFA,NA
1514,34,OPW,NA
1514,34,ENV,Longsnout boarfish
1514,34,ENE,Cape armourhead
1514,34,PVE,NA
1514,34,PJC,African armoured searobin
1514,34,PTQ,Armoured gurnard
1514,34,PQL,NA
1514,34,PWB,NA
1514,34,PZE,NA
1514,34,PPK,NA
1514,34,PXH,Velvetnose brotula
1514,34,PHW,NA
1514,34,HOE,NA
1514,34,PBZ,Flashlight fish
1514,34,FCS,NA
1514,34,PNE,NA
1514,34,PUE,NA
1514,34,PHP,Starry smooth-head
1514,34,PWE,NA
1514,34,PVY,Gulf flashlightfish
1514,34,HUL,NA
1514,34,DUR,NA
1514,34,EPC,NA
1514,34,PYM,Leaf searsid
1514,34,PYA,Legless searsid
1514,34,PBK,NA
1514,34,LSH,NA
1514,34,UPD,NA
1514,34,POF,NA
1514,34,GOE,NA
1514,34,PFW,NA
1514,34,PGM,Marbled plunderfish
